user_id,division,plan_type,device_type,signup_channel,marketing_campaign,subscription_start_date,cancellation_date
45809,West,Premium,Tablet,Referral,SpringPromo,2024-03-24,
45810,East,Basic,Mobile,Referral,SpringPromo,2024-03-15,2024-06-02
45811,East,Basic,Mobile,Organic,Launch2024,2024-01-14,
45812,West,Standard,Mobile,Email,SpringPromo,2024-03-16,
45813,East,Standard,Desktop,Ads,,2024-12-14,
45814,West,Standard,Mobile,Organic,SpringPromo,2024-03-26,
45815,West,Premium,Mobile,Referral,Launch2024,2024-01-08,2024-03-17
45816,West,Premium,Desktop,Organic,SpringPromo,2024-03-15,
45817,Central,Standard,Desktop,Referral,Launch2024,2024-01-11,
45818,West,Premium,Mobile,Referral,Launch2024,2024-01-05,
45819,West,Standard,Desktop,Referral,,2024-03-23,
45820,East,Standard,Mobile,Organic,BlackFriday,2024-11-27,2025-02-07
45821,Central,Premium,Desktop,Email,Launch2024,2024-01-10,
45822,West,Premium,Mobile,Referral,SpringPromo,2024-03-19,
45823,West,Premium,Mobile,Email,SpringPromo,2024-03-21,
45824,East,Basic,Mobile,Referral,,2024-01-02,
45825,Central,Basic,Mobile,Ads,,2024-04-05,2024-09-02
45826,East,Standard,Desktop,Organic,,2024-10-19,
45827,West,Standard,Mobile,Ads,,2024-11-07,2025-01-13
45828,Central,Premium,Tablet,Ads,,2024-10-22,2024-12-02
45829,East,Premium,Mobile,Organic,,2024-06-11,
45830,West,Standard,Mobile,Email,BlackFriday,2024-11-29,2025-03-27
45831,East,Standard,Mobile,Referral,,2024-12-30,2025-04-05
45832,Central,Standard,Desktop,Ads,,2024-05-19,
45833,East,Basic,Mobile,Referral,Launch2024,2024-01-05,2024-04-11
45834,West,Standard,Mobile,Ads,,2024-12-17,
45835,Central,Basic,Mobile,Organic,SpringPromo,2024-03-19,2024-04-04
45836,West,Standard,Tablet,Email,SpringPromo,2024-03-15,2024-08-11
45837,West,Basic,Mobile,Email,Launch2024,2024-01-04,
45838,East,Basic,Mobile,Referral,SummerSale,2024-08-24,2024-09-10
45839,Central,Basic,Tablet,Organic,Launch2024,2024-01-12,
45840,West,Standard,Mobile,Ads,Launch2024,2024-01-02,
45841,West,Basic,Mobile,Ads,,2024-08-04,2024-10-12
45842,West,Premium,Mobile,Ads,SummerSale,2024-08-19,
45843,West,Premium,Mobile,Email,SpringPromo,2024-03-26,
45844,West,Basic,Mobile,Organic,SpringPromo,2024-03-15,
45845,Central,Premium,Mobile,Organic,BlackFriday,2024-11-26,
45846,East,Premium,Mobile,Organic,,2024-11-21,
45847,West,Standard,Desktop,Referral,,2024-11-24,
45848,East,Basic,Tablet,Referral,,2024-03-14,
45849,West,Standard,Mobile,Email,,2024-03-25,
45850,East,Standard,Desktop,Email,BlackFriday,2024-11-29,2024-12-29
45851,West,Standard,Desktop,Organic,SpringPromo,2024-03-25,
45852,West,Premium,Mobile,Referral,Launch2024,2024-01-05,
45853,West,Basic,Mobile,Referral,,2024-10-12,2025-01-28
45854,Central,Standard,Mobile,Email,SpringPromo,2024-03-27,
45855,Central,Basic,Desktop,Referral,BlackFriday,2024-11-25,
45856,East,Basic,Mobile,Organic,,2024-07-20,
45857,West,Standard,Tablet,Referral,Launch2024,2024-01-12,
45858,West,Standard,Mobile,Ads,,2024-04-17,
45859,West,Premium,Mobile,Ads,SpringPromo,2024-03-30,
45860,Central,Basic,Mobile,Ads,,2024-03-02,2024-05-13
45861,Central,Basic,Mobile,Referral,BlackFriday,2024-11-30,
45862,West,Basic,Mobile,Ads,,2024-05-18,
45863,Central,Standard,Tablet,Ads,BlackFriday,2024-11-24,2024-12-22
45864,Central,Standard,Desktop,Email,SpringPromo,2024-03-25,
45865,Central,Premium,Mobile,Ads,,2024-09-24,2024-12-16
45866,West,Standard,Desktop,Ads,SummerSale,2024-08-16,
45867,East,Premium,Mobile,Referral,SummerSale,2024-08-16,2024-10-22
45868,Central,Standard,Mobile,Referral,Launch2024,2024-01-13,
45869,West,Basic,Mobile,Email,BlackFriday,2024-11-24,
45870,West,Premium,Desktop,Email,SummerSale,2024-08-12,
45871,West,Premium,Mobile,Email,,2024-11-08,
45872,East,Basic,Mobile,Referral,SummerSale,2024-08-21,
45873,West,Premium,Mobile,Referral,,2024-11-18,2025-03-04
45874,East,Basic,Mobile,Referral,BlackFriday,2024-11-24,
45875,West,Basic,Mobile,Organic,Launch2024,2024-01-01,
45876,East,Basic,Mobile,Email,,2024-12-30,
45877,Central,Basic,Desktop,Ads,,2024-06-01,2024-07-29
45878,West,Premium,Mobile,Email,SummerSale,2024-08-14,
45879,West,Standard,Desktop,Organic,Launch2024,2024-01-14,2024-05-23
45880,West,Standard,Mobile,Organic,SummerSale,2024-08-16,2024-08-28
45881,West,Basic,Mobile,Referral,Launch2024,2024-01-09,
45882,West,Premium,Mobile,Referral,,2024-04-17,
45883,Central,Standard,Mobile,Email,Launch2024,2024-01-04,
45884,East,Premium,Mobile,Organic,,2024-07-21,2024-10-24
45885,East,Basic,Tablet,Organic,,2024-12-14,
45886,West,Premium,Tablet,Organic,SummerSale,2024-08-21,
45887,West,Premium,Mobile,Organic,BlackFriday,2024-11-24,
45888,Central,Basic,Desktop,Email,BlackFriday,2024-11-27,2024-12-20
45889,West,Premium,Mobile,Organic,,2024-05-20,
45890,West,Premium,Mobile,Email,,2024-06-16,
45891,West,Basic,Mobile,Organic,BlackFriday,2024-11-28,
45892,Central,Basic,Tablet,Referral,SummerSale,2024-08-17,
45893,Central,Premium,Tablet,Organic,SpringPromo,2024-03-15,2024-05-30
45894,Central,Premium,Mobile,Organic,SpringPromo,2024-03-24,
45895,Central,Basic,Desktop,Referral,Launch2024,2024-01-01,
45896,East,Basic,Desktop,Organic,Launch2024,2024-01-05,
45897,West,Basic,Mobile,Email,SpringPromo,2024-03-17,
45898,West,Premium,Mobile,Ads,,2024-05-27,2024-08-10
45899,East,Basic,Mobile,Email,SpringPromo,2024-03-15,
45900,Central,Standard,Desktop,Referral,,2024-05-30,
45901,Central,Standard,Mobile,Referral,SpringPromo,2024-03-26,
45902,Central,Standard,Mobile,Referral,Launch2024,2024-01-06,2024-05-15
45903,Central,Basic,Desktop,Referral,SpringPromo,2024-03-17,
45904,East,Basic,Mobile,Referral,SummerSale,2024-08-13,2024-11-26
45905,Central,Standard,Desktop,Ads,SummerSale,2024-08-25,
45906,West,Standard,Mobile,Organic,BlackFriday,2024-11-30,
45907,East,Basic,Mobile,Referral,BlackFriday,2024-11-26,
45908,Central,Premium,Mobile,Ads,SummerSale,2024-08-14,
45909,East,Basic,Mobile,Email,,2024-03-04,2024-07-28
45910,East,Basic,Mobile,Referral,Launch2024,2024-01-04,
45911,West,Premium,Mobile,Referral,BlackFriday,2024-11-30,
45912,Central,Standard,Mobile,Referral,BlackFriday,2024-11-28,2025-03-27
45913,West,Premium,Desktop,Ads,SummerSale,2024-08-13,
45914,West,Basic,Tablet,Ads,,2024-07-22,
45915,East,Basic,Mobile,Email,,2024-06-10,
45916,West,Standard,Desktop,Referral,Launch2024,2024-01-14,
45917,West,Standard,Tablet,Email,BlackFriday,2024-11-30,
45918,Central,Premium,Tablet,Organic,,2024-05-20,
45919,West,Premium,Mobile,Organic,Launch2024,2024-01-01,
45920,West,Basic,Mobile,Organic,SpringPromo,2024-03-28,
45921,Central,Standard,Desktop,Email,,2024-05-04,
45922,West,Basic,Mobile,Ads,,2024-02-24,
45923,West,Standard,Mobile,Ads,Launch2024,2024-01-09,
45924,Central,Premium,Mobile,Referral,SpringPromo,2024-03-17,
45925,West,Premium,Desktop,Referral,,2024-01-12,
45926,East,Standard,Mobile,Organic,,2024-06-20,
45927,West,Premium,Mobile,Organic,BlackFriday,2024-11-25,
45928,Central,Standard,Tablet,Referral,,2024-07-17,
45929,West,Standard,Mobile,Referral,Launch2024,2024-01-03,2024-05-31
45930,Central,Premium,Tablet,Referral,SpringPromo,2024-03-22,
45931,West,Basic,Mobile,Organic,BlackFriday,2024-11-27,
45932,East,Basic,Mobile,Referral,SpringPromo,2024-03-22,
45933,West,Premium,Desktop,Organic,,2024-02-29,
45934,Central,Premium,Desktop,Referral,,2024-01-27,
45935,West,Premium,Mobile,Ads,BlackFriday,2024-11-25,2024-12-07
45936,Central,Standard,Mobile,Email,Launch2024,2024-01-01,
45937,West,Basic,Mobile,Referral,,2024-12-07,
45938,Central,Basic,Desktop,Ads,,2024-02-06,2024-05-20
45939,West,Premium,Mobile,Organic,,2024-08-28,
45940,Central,Basic,Tablet,Email,,2024-04-14,2024-09-05
45941,West,Standard,Mobile,Ads,Launch2024,2024-01-02,
45942,West,Standard,Mobile,Email,SummerSale,2024-08-14,
45943,West,Basic,Mobile,Organic,,2024-04-04,
45944,Central,Basic,Mobile,Email,BlackFriday,2024-11-30,
45945,Central,Standard,Tablet,Organic,,2024-05-10,2024-06-30
45946,West,Premium,Desktop,Organic,Launch2024,2024-01-13,
45947,West,Basic,Mobile,Email,,2024-12-10,
45948,West,Basic,Mobile,Ads,Launch2024,2024-01-12,2024-03-25
45949,West,Premium,Mobile,Organic,SummerSale,2024-08-22,
45950,West,Basic,Desktop,Organic,SpringPromo,2024-03-22,
45951,Central,Basic,Desktop,Email,SummerSale,2024-08-10,
45952,Central,Standard,Desktop,Ads,SpringPromo,2024-03-30,
45953,East,Basic,Tablet,Referral,SummerSale,2024-08-13,2024-09-30
45954,West,Standard,Tablet,Ads,,2024-10-23,
45955,West,Basic,Mobile,Referral,BlackFriday,2024-11-28,
45956,West,Premium,Mobile,Email,,2024-06-17,
45957,West,Premium,Mobile,Ads,BlackFriday,2024-11-27,
45958,West,Premium,Mobile,Organic,SummerSale,2024-08-17,
45959,East,Basic,Desktop,Organic,BlackFriday,2024-11-29,
45960,West,Basic,Mobile,Email,,2024-11-25,
45961,West,Premium,Mobile,Ads,SpringPromo,2024-03-21,
45962,East,Basic,Mobile,Email,SummerSale,2024-08-12,
45963,Central,Premium,Mobile,Referral,BlackFriday,2024-11-26,
45964,West,Premium,Desktop,Organic,BlackFriday,2024-11-24,
45965,West,Premium,Desktop,Referral,,2024-03-10,
45966,West,Premium,Tablet,Organic,Launch2024,2024-01-15,
45967,West,Premium,Mobile,Referral,BlackFriday,2024-11-25,
45968,West,Standard,Desktop,Referral,SummerSale,2024-08-10,
45969,Central,Premium,Mobile,Organic,BlackFriday,2024-11-26,
45970,East,Basic,Mobile,Organic,,2024-04-23,2024-09-06
45971,West,Basic,Desktop,Ads,Launch2024,2024-01-01,
45972,West,Premium,Mobile,Ads,SummerSale,2024-08-18,
45973,West,Premium,Desktop,Referral,,2024-02-17,
45974,West,Premium,Mobile,Email,,2024-02-26,
45975,West,Basic,Mobile,Ads,SpringPromo,2024-03-28,2024-06-07
45976,West,Premium,Mobile,Organic,,2024-11-11,
45977,East,Basic,Mobile,Email,,2024-12-05,2025-01-19
45978,Central,Premium,Desktop,Ads,SummerSale,2024-08-17,
45979,East,Basic,Desktop,Ads,,2024-05-15,2024-09-03
45980,Central,Premium,Mobile,Email,SummerSale,2024-08-11,
45981,East,Basic,Desktop,Organic,SummerSale,2024-08-11,
45982,West,Premium,Tablet,Ads,Launch2024,2024-01-09,
45983,West,Premium,Mobile,Ads,SpringPromo,2024-03-18,2024-05-09
45984,Central,Standard,Mobile,Email,,2024-05-30,2024-09-23
45985,West,Standard,Mobile,Email,SpringPromo,2024-03-27,
45986,West,Standard,Desktop,Referral,BlackFriday,2024-11-29,
45987,Central,Standard,Mobile,Organic,SummerSale,2024-08-22,
45988,Central,Standard,Desktop,Referral,Launch2024,2024-01-11,
45989,West,Basic,Mobile,Organic,,2024-12-01,2024-12-11
45990,Central,Basic,Mobile,Ads,SummerSale,2024-08-15,
45991,West,Premium,Desktop,Email,,2024-08-07,
45992,West,Premium,Desktop,Organic,SpringPromo,2024-03-25,
45993,Central,Basic,Mobile,Ads,,2024-08-04,
45994,West,Premium,Desktop,Organic,SpringPromo,2024-03-27,
45995,West,Standard,Mobile,Ads,,2024-03-06,
45996,West,Premium,Mobile,Organic,,2024-06-13,
45997,East,Basic,Mobile,Organic,,2024-06-16,
45998,West,Premium,Mobile,Ads,,2024-03-10,
45999,East,Premium,Mobile,Ads,SummerSale,2024-08-15,
46000,West,Basic,Desktop,Email,,2024-03-26,
46001,West,Standard,Desktop,Ads,,2024-02-21,
46002,West,Premium,Mobile,Ads,SpringPromo,2024-03-30,
46003,East,Standard,Mobile,Organic,,2024-07-01,
46004,West,Premium,Desktop,Organic,,2024-03-16,
46005,West,Standard,Mobile,Referral,Launch2024,2024-01-03,
46006,West,Standard,Desktop,Ads,Launch2024,2024-01-12,
46007,Central,Standard,Mobile,Ads,SummerSale,2024-08-21,
46008,East,Basic,Mobile,Ads,BlackFriday,2024-11-24,
46009,West,Premium,Mobile,Organic,,2024-03-29,
46010,West,Basic,Mobile,Organic,SpringPromo,2024-03-21,
46011,Central,Standard,Mobile,Organic,SpringPromo,2024-03-26,
46012,Central,Standard,Mobile,Email,,2024-12-29,
46013,West,Premium,Mobile,Organic,SpringPromo,2024-03-24,
46014,Central,Premium,Tablet,Ads,SummerSale,2024-08-18,
46015,West,Basic,Mobile,Email,,2024-01-03,2024-03-23
46016,East,Basic,Desktop,Email,SummerSale,2024-08-11,2024-10-09
46017,Central,Basic,Mobile,Referral,Launch2024,2024-01-14,2024-02-03
46018,Central,Premium,Mobile,Referral,Launch2024,2024-01-04,
46019,West,Basic,Mobile,Organic,,2024-05-26,
46020,Central,Standard,Mobile,Referral,,2024-10-26,
46021,West,Basic,Mobile,Ads,,2024-08-12,
46022,West,Basic,Mobile,Referral,SummerSale,2024-08-24,
46023,West,Standard,Mobile,Referral,Launch2024,2024-01-14,
46024,Central,Standard,Mobile,Organic,SummerSale,2024-08-13,
46025,West,Standard,Desktop,Ads,BlackFriday,2024-11-24,
46026,West,Basic,Mobile,Email,,2024-12-18,
46027,West,Standard,Desktop,Ads,,2024-03-09,
46028,West,Premium,Mobile,Ads,SummerSale,2024-08-11,
46029,Central,Standard,Desktop,Email,SummerSale,2024-08-24,
46030,East,Standard,Tablet,Email,SummerSale,2024-08-24,2024-11-11
46031,West,Premium,Mobile,Ads,SummerSale,2024-08-24,
46032,Central,Premium,Mobile,Referral,,2024-05-03,
46033,Central,Basic,Mobile,Referral,SpringPromo,2024-03-25,
46034,West,Premium,Desktop,Referral,Launch2024,2024-01-11,
46035,Central,Basic,Mobile,Organic,,2024-08-07,
46036,Central,Standard,Mobile,Email,,2024-11-21,2025-01-30
46037,Central,Premium,Desktop,Ads,,2024-05-23,
46038,Central,Basic,Desktop,Ads,,2024-05-10,2024-07-02
46039,Central,Standard,Mobile,Referral,SummerSale,2024-08-13,
46040,Central,Premium,Mobile,Email,,2024-09-11,
46041,Central,Premium,Mobile,Referral,,2024-03-18,2024-08-01
46042,Central,Standard,Mobile,Email,Launch2024,2024-01-14,
46043,West,Premium,Mobile,Ads,,2024-01-31,
46044,West,Premium,Desktop,Referral,,2024-06-14,
46045,West,Basic,Desktop,Organic,SpringPromo,2024-03-28,
46046,West,Premium,Mobile,Ads,,2024-01-11,
46047,Central,Basic,Mobile,Referral,,2024-02-23,
46048,Central,Basic,Desktop,Ads,,2024-02-05,
46049,Central,Basic,Tablet,Organic,,2024-10-10,
46050,West,Standard,Mobile,Email,Launch2024,2024-01-03,2024-03-02
46051,West,Premium,Mobile,Referral,Launch2024,2024-01-02,
46052,East,Basic,Desktop,Referral,,2024-03-13,2024-07-30
46053,West,Standard,Desktop,Organic,BlackFriday,2024-11-29,
46054,Central,Premium,Mobile,Email,,2024-05-25,2024-08-18
46055,Central,Standard,Desktop,Email,SummerSale,2024-08-11,
46056,Central,Standard,Mobile,Email,SpringPromo,2024-03-26,
46057,West,Basic,Mobile,Ads,SpringPromo,2024-03-18,
46058,Central,Basic,Mobile,Email,SummerSale,2024-08-17,2024-10-05
46059,East,Basic,Mobile,Organic,SpringPromo,2024-03-26,2024-04-24
46060,West,Premium,Mobile,Email,BlackFriday,2024-11-27,
46061,Central,Basic,Mobile,Referral,,2024-11-14,
46062,Central,Standard,Mobile,Ads,SummerSale,2024-08-20,
46063,West,Premium,Desktop,Organic,BlackFriday,2024-11-29,
46064,Central,Basic,Mobile,Organic,,2024-12-21,2025-05-03
46065,West,Premium,Mobile,Organic,Launch2024,2024-01-01,
46066,West,Premium,Mobile,Referral,SpringPromo,2024-03-22,
46067,East,Basic,Mobile,Ads,,2024-09-10,2024-10-07
46068,Central,Basic,Desktop,Ads,,2024-05-04,2024-07-15
46069,West,Premium,Desktop,Referral,SummerSale,2024-08-25,
46070,East,Basic,Mobile,Email,BlackFriday,2024-11-27,2025-04-22
46071,West,Premium,Mobile,Organic,BlackFriday,2024-11-29,
46072,Central,Basic,Mobile,Referral,SpringPromo,2024-03-15,
46073,East,Basic,Mobile,Ads,SpringPromo,2024-03-21,
46074,Central,Basic,Mobile,Ads,,2024-05-12,
46075,West,Basic,Desktop,Ads,BlackFriday,2024-11-30,2025-01-28
46076,West,Basic,Mobile,Referral,,2024-04-09,
46077,Central,Standard,Desktop,Referral,Launch2024,2024-01-01,
46078,Central,Basic,Desktop,Referral,SummerSale,2024-08-24,
46079,Central,Standard,Mobile,Organic,,2024-12-02,
46080,Central,Standard,Mobile,Ads,,2024-07-01,
46081,East,Basic,Mobile,Email,SummerSale,2024-08-20,2024-09-24
46082,Central,Basic,Tablet,Organic,,2024-03-05,
46083,West,Standard,Desktop,Email,,2024-10-07,
46084,Central,Premium,Mobile,Email,Launch2024,2024-01-03,
46085,West,Standard,Mobile,Organic,,2024-04-21,
46086,Central,Standard,Mobile,Ads,,2024-02-17,2024-04-10
46087,West,Basic,Mobile,Organic,Launch2024,2024-01-09,
46088,West,Basic,Mobile,Ads,Launch2024,2024-01-08,
46089,West,Standard,Desktop,Email,SummerSale,2024-08-18,
46090,West,Standard,Mobile,Ads,Launch2024,2024-01-01,
46091,West,Premium,Mobile,Ads,,2024-11-27,
46092,West,Premium,Desktop,Referral,BlackFriday,2024-11-26,
46093,West,Premium,Mobile,Referral,,2024-11-15,
46094,East,Basic,Desktop,Referral,,2024-01-15,2024-03-07
46095,West,Premium,Mobile,Organic,SpringPromo,2024-03-22,
46096,East,Standard,Mobile,Ads,,2024-12-28,
46097,Central,Basic,Desktop,Email,BlackFriday,2024-11-29,
46098,West,Basic,Desktop,Organic,,2024-08-27,
46099,West,Premium,Tablet,Organic,,2024-03-08,
46100,Central,Standard,Mobile,Organic,BlackFriday,2024-11-24,2025-02-03
46101,West,Basic,Desktop,Ads,Launch2024,2024-01-04,
46102,West,Standard,Tablet,Organic,,2024-06-18,
46103,West,Basic,Mobile,Ads,,2024-06-22,
46104,East,Basic,Mobile,Email,Launch2024,2024-01-01,
46105,East,Standard,Mobile,Email,BlackFriday,2024-11-27,2025-01-09
46106,Central,Standard,Mobile,Organic,,2024-02-17,
46107,East,Standard,Mobile,Ads,Launch2024,2024-01-12,2024-02-11
46108,Central,Premium,Desktop,Referral,BlackFriday,2024-11-27,
46109,Central,Basic,Mobile,Organic,SummerSale,2024-08-13,
46110,Central,Basic,Desktop,Organic,SpringPromo,2024-03-22,
46111,West,Basic,Mobile,Email,SpringPromo,2024-03-15,
46112,West,Standard,Tablet,Organic,BlackFriday,2024-11-25,
46113,Central,Standard,Mobile,Email,,2024-09-15,
46114,Central,Standard,Mobile,Organic,Launch2024,2024-01-02,2024-02-04
46115,West,Standard,Mobile,Email,BlackFriday,2024-11-24,
46116,East,Standard,Desktop,Referral,,2024-07-05,2024-08-01
46117,West,Premium,Mobile,Ads,Launch2024,2024-01-08,
46118,Central,Standard,Mobile,Ads,,2024-06-18,
46119,Central,Premium,Mobile,Ads,,2024-05-10,
46120,West,Basic,Mobile,Referral,SpringPromo,2024-03-27,
46121,Central,Standard,Mobile,Organic,SpringPromo,2024-03-28,
46122,East,Standard,Mobile,Email,BlackFriday,2024-11-25,
46123,West,Premium,Desktop,Ads,,2024-05-10,
46124,West,Premium,Mobile,Email,Launch2024,2024-01-04,
46125,West,Standard,Mobile,Organic,,2024-09-07,
46126,Central,Basic,Mobile,Referral,Launch2024,2024-01-09,
46127,Central,Basic,Tablet,Ads,,2024-02-02,
46128,East,Basic,Tablet,Email,,2024-08-28,
46129,Central,Standard,Mobile,Organic,,2024-05-06,
46130,West,Basic,Mobile,Referral,SummerSale,2024-08-10,
46131,West,Standard,Mobile,Email,SpringPromo,2024-03-23,
46132,West,Standard,Mobile,Referral,SpringPromo,2024-03-20,
46133,East,Basic,Desktop,Email,BlackFriday,2024-11-26,
46134,Central,Basic,Tablet,Organic,SummerSale,2024-08-11,
46135,Central,Standard,Tablet,Referral,,2024-04-14,2024-07-30
46136,West,Premium,Desktop,Referral,SpringPromo,2024-03-24,
46137,West,Premium,Mobile,Ads,SpringPromo,2024-03-30,
46138,Central,Standard,Mobile,Organic,SummerSale,2024-08-11,
46139,West,Basic,Mobile,Organic,Launch2024,2024-01-01,
46140,West,Premium,Desktop,Organic,,2024-07-07,
46141,Central,Standard,Desktop,Referral,BlackFriday,2024-11-26,
46142,West,Premium,Desktop,Referral,BlackFriday,2024-11-27,
46143,Central,Basic,Tablet,Email,,2024-04-24,2024-06-14
46144,West,Premium,Mobile,Ads,SpringPromo,2024-03-20,
46145,West,Standard,Tablet,Email,,2024-02-28,
46146,West,Premium,Mobile,Ads,SpringPromo,2024-03-22,
46147,West,Standard,Desktop,Email,Launch2024,2024-01-06,
46148,West,Premium,Mobile,Email,,2024-11-27,2024-12-17
46149,East,Standard,Tablet,Ads,Launch2024,2024-01-02,2024-03-12
46150,West,Premium,Mobile,Referral,,2024-06-15,
46151,East,Standard,Mobile,Email,BlackFriday,2024-11-29,
46152,East,Premium,Desktop,Email,,2024-02-25,2024-05-07
46153,West,Premium,Mobile,Email,,2024-05-12,
46154,Central,Basic,Desktop,Email,BlackFriday,2024-11-30,
46155,Central,Standard,Desktop,Email,Launch2024,2024-01-04,2024-05-13
46156,Central,Basic,Desktop,Email,,2024-07-24,
46157,West,Premium,Tablet,Organic,,2024-03-09,
46158,Central,Basic,Tablet,Ads,Launch2024,2024-01-11,2024-05-26
46159,West,Premium,Tablet,Email,SpringPromo,2024-03-20,
46160,West,Standard,Desktop,Email,SpringPromo,2024-03-29,
46161,Central,Basic,Desktop,Ads,BlackFriday,2024-11-27,
46162,West,Premium,Desktop,Email,SpringPromo,2024-03-20,
46163,West,Basic,Mobile,Referral,SpringPromo,2024-03-29,
46164,Central,Standard,Desktop,Referral,SummerSale,2024-08-17,
46165,West,Premium,Desktop,Ads,SummerSale,2024-08-13,
46166,Central,Basic,Mobile,Email,,2024-03-07,
46167,Central,Standard,Mobile,Organic,Launch2024,2024-01-10,
46168,East,Basic,Mobile,Email,BlackFriday,2024-11-24,
46169,West,Premium,Tablet,Organic,BlackFriday,2024-11-30,
46170,West,Premium,Mobile,Organic,Launch2024,2024-01-07,
46171,Central,Standard,Mobile,Organic,Launch2024,2024-01-06,
46172,West,Standard,Mobile,Ads,SpringPromo,2024-03-30,
46173,East,Basic,Desktop,Email,SpringPromo,2024-03-26,
46174,Central,Basic,Desktop,Email,,2024-06-26,
46175,Central,Standard,Tablet,Ads,SummerSale,2024-08-17,
46176,Central,Standard,Mobile,Email,Launch2024,2024-01-08,
46177,West,Premium,Desktop,Referral,BlackFriday,2024-11-30,
46178,Central,Basic,Mobile,Ads,BlackFriday,2024-11-29,
46179,West,Standard,Mobile,Email,BlackFriday,2024-11-30,2025-04-14
46180,West,Standard,Mobile,Ads,BlackFriday,2024-11-25,
46181,East,Basic,Desktop,Organic,,2024-01-27,2024-02-20
46182,West,Premium,Mobile,Ads,SpringPromo,2024-03-24,
46183,Central,Premium,Desktop,Email,,2024-07-06,2024-09-15
46184,Central,Standard,Mobile,Ads,Launch2024,2024-01-06,
46185,West,Standard,Desktop,Referral,Launch2024,2024-01-10,
46186,West,Basic,Mobile,Referral,Launch2024,2024-01-04,
46187,East,Basic,Mobile,Email,,2024-02-22,
46188,East,Basic,Desktop,Email,SpringPromo,2024-03-15,
46189,East,Standard,Desktop,Ads,SpringPromo,2024-03-27,
46190,West,Premium,Mobile,Ads,,2024-02-13,
46191,Central,Basic,Desktop,Referral,,2024-08-13,
46192,West,Premium,Mobile,Organic,,2024-12-23,
46193,West,Standard,Mobile,Referral,,2024-11-25,
46194,West,Premium,Tablet,Organic,Launch2024,2024-01-04,
46195,Central,Standard,Desktop,Referral,BlackFriday,2024-11-24,
46196,Central,Standard,Mobile,Organic,Launch2024,2024-01-01,
46197,Central,Standard,Mobile,Ads,SummerSale,2024-08-12,
46198,Central,Standard,Desktop,Referral,,2024-04-05,
46199,West,Standard,Desktop,Organic,BlackFriday,2024-11-27,
46200,Central,Basic,Mobile,Referral,,2024-06-23,
46201,West,Standard,Mobile,Ads,,2024-04-20,
46202,West,Basic,Mobile,Organic,,2024-02-12,
46203,West,Premium,Mobile,Ads,SpringPromo,2024-03-27,2024-06-23
46204,West,Premium,Mobile,Organic,SummerSale,2024-08-24,
46205,West,Premium,Mobile,Email,BlackFriday,2024-11-25,
46206,West,Premium,Mobile,Ads,,2024-09-24,
46207,Central,Standard,Mobile,Referral,,2024-09-21,
46208,West,Basic,Mobile,Ads,SpringPromo,2024-03-21,
46209,West,Standard,Mobile,Organic,SpringPromo,2024-03-18,
46210,West,Standard,Mobile,Email,SpringPromo,2024-03-24,
46211,West,Premium,Desktop,Referral,,2024-11-04,2025-03-24
46212,Central,Standard,Desktop,Organic,,2024-10-29,2024-11-30
46213,West,Basic,Mobile,Organic,SummerSale,2024-08-12,2024-11-28
46214,Central,Basic,Mobile,Ads,,2024-01-24,
46215,East,Standard,Mobile,Email,,2024-06-27,
46216,Central,Standard,Mobile,Ads,BlackFriday,2024-11-29,
46217,East,Basic,Mobile,Email,SummerSale,2024-08-10,2024-10-20
46218,Central,Premium,Mobile,Organic,,2024-12-29,2025-05-11
46219,West,Standard,Desktop,Referral,Launch2024,2024-01-01,
46220,West,Basic,Mobile,Email,BlackFriday,2024-11-28,
46221,Central,Premium,Desktop,Ads,,2024-03-04,2024-07-24
46222,West,Standard,Mobile,Ads,Launch2024,2024-01-08,
46223,Central,Premium,Mobile,Email,BlackFriday,2024-11-25,
46224,West,Premium,Mobile,Ads,SummerSale,2024-08-14,
46225,Central,Basic,Mobile,Organic,SpringPromo,2024-03-26,2024-04-21
46226,West,Premium,Mobile,Referral,BlackFriday,2024-11-25,
46227,West,Premium,Mobile,Email,,2024-10-27,
46228,West,Premium,Desktop,Email,Launch2024,2024-01-12,
46229,East,Basic,Tablet,Referral,,2024-07-11,
46230,West,Standard,Mobile,Ads,BlackFriday,2024-11-27,
46231,West,Basic,Desktop,Email,Launch2024,2024-01-10,
46232,Central,Standard,Mobile,Organic,Launch2024,2024-01-13,
46233,West,Premium,Desktop,Email,,2024-01-02,
46234,Central,Basic,Mobile,Referral,,2024-07-09,
46235,East,Basic,Mobile,Email,SummerSale,2024-08-24,
46236,Central,Basic,Mobile,Referral,Launch2024,2024-01-14,
46237,West,Premium,Mobile,Ads,,2024-12-16,
46238,West,Standard,Mobile,Email,Launch2024,2024-01-03,
46239,West,Standard,Desktop,Organic,SummerSale,2024-08-12,
46240,West,Premium,Desktop,Ads,SpringPromo,2024-03-20,
46241,Central,Basic,Desktop,Ads,SpringPromo,2024-03-22,
46242,East,Basic,Desktop,Referral,,2024-10-11,
46243,West,Basic,Tablet,Ads,SummerSale,2024-08-12,
46244,West,Premium,Desktop,Referral,SummerSale,2024-08-14,
46245,East,Basic,Desktop,Email,,2024-12-10,
46246,West,Premium,Tablet,Email,SpringPromo,2024-03-20,
46247,East,Basic,Desktop,Ads,BlackFriday,2024-11-25,2024-12-11
